,code,Frequency_across_Pubmed,Title
629,C0272126,507,Evans' syndrome
630,C0023075,493,Stenosis of larynx
631,C0033581,487,"Prostatitis, unspecified"
632,C0695274,485,Poisoning by propionic acid derivatives
633,C0160474,483,Unspecified open wound of eyeball
634,C2004435,479,Unspecified vascular insufficiency of intestine
635,C0155802,475,Compression of vein
636,C0267166,473,Gastritis and duodenitis
637,C0154143,468,Toxic multinodular goiter
638,C0153439,461,Malignant neoplasm of ascending colon
639,C0158312,460,Enthesopathy of hip region
640,C0032650,460,Popliteal synovial cyst
641,C0154946,454,Acute angle-closure glaucoma
642,C0151436,452,"Hypersensitivity angiitis, unspecified"
643,C0153340,451,Malignant neoplasm of lip
644,C3495801,450,Wegener's granulomatosis
645,C0031880,449,Obesity hypoventilation syndrome
646,C0153662,449,Malignant neoplasm of abdomen
647,C0155874,447,Obstructive chronic bronchitis
648,C0005417,444,Fistula of bile duct
649,C0149523,442,Acute cystitis
650,C0085543,438,Epilepsia partialis continua
651,C0152964,437,Streptococcal septicemia
652,C0311262,437,Chronic vascular insufficiency of intestine
653,C0155713,436,Papillary muscle rupture
654,C1370824,426,Interstitial emphysema
655,C0041970,425,Urethral fistula
656,C0025297,424,Viral meningitis NOS
657,C0221023,424,Cyclic neutropenia
658,C0005122,421,Beriberi
659,C0006742,419,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction"
660,C0311375,419,Toxic effect of arsenic and its compounds
661,C0155803,418,Other specified disorders of circulatory system
662,C0007775,418,Cerebral atherosclerosis
663,C0153405,416,"Malignant neoplasm of pharynx, unspecified"
664,C0017919,416,Glycogenosis
665,C0006112,415,Metabolic encephalopathy
666,C0012736,411,Aortic aneurysm and dissection
667,C0155742,408,Renal artery aneurysm
668,C0017675,407,Glossitis
669,C0030590,404,Paroxysmal supraventricular tachycardia
670,C0347129,403,Dysplasia of anus
671,C0014173,396,Endometrial hyperplasia
672,C0009592,389,Compression of brain
673,C0158629,381,Anomalies of aortic arch
674,C0153677,377,Secondary malignant neoplasm of mediastinum
675,C0155675,369,Arteriovenous fistula of pulmonary vessels
676,C0748830,366,Fracture of base of skull
677,C0155870,360,Influenza with pneumonia
678,C0238074,359,"Chronic pulmonary heart disease, unspecified"
679,C0155814,358,Acute epiglottitis
680,C0152516,357,Bacterial enteritis NOS
681,C0270627,354,Acute (transverse) myelitis NOS
682,C0178316,351,FRACTURE OF UPPER LIMB
683,C1335929,347,Schwannomatosis
684,C0158241,346,Cervical spondylosis without myelopathy
685,C0043124,343,"West Nile Fever, unspecified"
686,C1861783,339,Celiac artery compression syndrome
687,C0035326,331,"Retinal vascular occlusion, unspecified"
688,C0342245,328,Diabetes with ophthalmic manifestations
689,C0154129,328,NEOPLASMS OF UNCERTAIN BEHAVIOR
690,C0149504,313,Toxic encephalopathy
691,C0152966,308,Pneumococcal septicemia
692,C0156145,304,Incisional hernia without mention of obstruction or gangrene
693,C0040799,303,Traumatic subcutaneous emphysema
694,C0158634,303,Partial anomalous pulmonary venous connection
695,C0153426,303,Malignant neoplasm of duodenum
696,C0156353,303,"Uterovaginal prolapse, unspecified"
697,C0041324,301,Tuberculosis of bones and joints
698,C0158252,299,Intervertebral disc disorders
699,C0154270,299,Localized adiposity
700,C0024633,298,Mallory-weiss syndrome
701,C0151971,297,Ulceration of intestine
702,C0342122,295,Toxic diffuse goiter
703,C0031345,292,Disease of pharynx NOS
704,C0154084,290,Carcinoma in situ of breast
705,C0520473,289,ORGANIC PSYCHOTIC CONDITIONS
706,C0496827,287,Malignant neoplasm of dome of urinary bladder
707,C0156270,285,Irradiation cystitis
708,C0264776,284,Tricuspid valve disease
709,C0153579,284,Malignant neoplasm of fallopian tube
710,C0015464,281,Facial nerve disorders
711,C0149532,279,Foreign body in esophagus
712,C0027059,276,Myocarditis NOS
713,C4551903,276,Total anomalous pulmonary venous connection
714,C0029560,273,Other conjunctivitis
715,C0153619,269,Malignant neoplasm of ureter
716,C0004767,268,Cyst of Bartholin's gland
717,C0153434,267,Malignant neoplasm of transverse colon
718,C0264765,266,Diseases of mitral valve
719,C0149524,266,Acute prostatitis
720,C0239293,264,Esophageal hemorrhage
721,C0162482,262,Obstetrical inversion of uterus
722,C0002881,259,Hereditary hemolytic anemias
723,C0025037,258,Meckel's diverticulum
724,C0156147,258,Regional enteritis of large intestine
725,C0155676,257,Aneurysm of pulmonary artery
726,C0152099,255,Postcholecystectomy syndrome
727,C0025294,252,Meningococcal meningitis
728,C2921023,250,Other fluid overload
729,C0016644,246,Fracture of carpal bone(s)
730,C0155629,245,"Acute myocardial infarction of anterolateral wall, initial episode of care"
731,C0153685,243,Secondary malignant neoplasm of kidney
732,C0152171,242,Primary pulmonary hypertension
733,C0496899,241,Benign neoplasm of brain
734,C0496836,240,"Malignant neoplasm of eye, part unspecified"
735,C0042237,233,Malignant neoplasm of vagina
736,C0496779,230,Malignant neoplasm of appendix vermiformis
737,C0003723,229,ARTHROPOD-BORNE VIRAL DISEASES
738,C0274411,229,Emphysema (subcutaneous) (surgical) resulting from procedure
739,C0032308,224,"Pneumonia due to Staphylococcus, unspecified"
740,C0008677,222,Chronic bronchitis
741,C0476247,220,Symptoms involving head and neck
742,C0031192,217,Ostium primum defect
743,C0274659,215,Poisoning by cocaine
744,C0153661,215,Malignant neoplasm of thorax
745,C0375336,214,Iatrogenic pneumothorax
746,C0007773,211,Cerebral arteritis
747,C0267770,209,Sclerosing mesenteritis
748,C0020502,208,Hyperparathyroidism
749,C0241910,208,Autoimmune hepatitis
750,C0160704,207,Injury to abdominal aorta
751,C0154249,207,Disorders of carbohydrate transport and metabolism
752,C0153437,207,Malignant neoplasm of cecum
753,C0750887,204,Malignant neoplasm of adrenal gland
754,C0496978,204,Poisoning by tricyclic antidepressants
755,C0149870,203,Radial styloid tenosynovitis
756,C0854802,202,"Chronic lymphoid leukemia, in relapse"
757,C0153504,200,"Malignant neoplasm of mediastinum, part unspecified"
758,C2937222,200,Ulcerative (chronic) proctitis
759,C0747273,200,Malignant neoplasm of parotid gland
760,C0153653,198,Malignant neoplasm of parathyroid gland
761,C0276430,196,Meningitis due to enterovirus
762,C0263962,196,Olecranon bursitis
763,C0009760,195,Conjunctival hemorrhage
764,C0036685,191,"Septicemia due to gram-negative organism, unspecified"
765,C0155568,190,Rheumatic aortic insufficiency
766,C0272677,187,Fracture of metacarpal bone(s)
767,C0159824,186,Closed fracture of intertrochanteric section of neck of femur
768,C0412870,185,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
769,C3495439,185,Inflammatory disease of breast
770,C0157738,184,Chronic ulcer of skin
771,C0036440,182,"Scoliosis [and kyphoscoliosis], idiopathic"
772,C0302465,179,"Dissection of aorta, abdominal"
773,C0158242,176,Cervical spondylosis with myelopathy
774,C0015696,175,Alcoholic fatty liver
775,C0004812,173,Basilar artery syndrome
776,C0012716,172,Disorders of magnesium metabolism
777,C0006705,172,Unspecified disorder of calcium metabolism
778,C0027638,171,Neoplasm of uncertain behavior of plasma cells
779,C0678202,169,Regional enteritis NOS
780,C0158280,169,Cervical spinal stenosis
781,C0017409,167,Geniculate herpes zoster
782,C0008325,166,Cholecystitis NOS
783,C0741804,165,Acute bronchospasm
784,C0151583,165,Nonspecific abnormal findings in cerebrospinal fluid
785,C0153425,164,"Malignant neoplasm of small intestine, unspecified site"
786,C0154660,161,Intracranial and intraspinal abscess
787,C0016479,160,Food poisoning NOS
788,C0040213,159,Tietze's disease
789,C0746674,158,Muscle weakness (generalized)
790,C0272178,157,Drug induced neutropenia
791,C0001122,156,Acidosis
792,C1328479,155,Malignant neoplasm of islets of langerhans
793,C0036344,154,Catatonic type schizophrenia
794,C0156272,153,Intestinovesical fistula
795,C0153453,153,Malignant neoplasm of extrahepatic bile ducts
796,C0019066,152,Hemoperitoneum (nontraumatic)
797,C0041364,152,Tumor lysis syndrome
798,C0154639,151,Streptococcal meningitis
799,C0154724,149,Cerebral cysts
800,C0162301,148,Urethral calculus
801,C0519030,145,Pneumonia due to Klebsiella pneumoniae
802,C0085677,144,Alcoholic polyneuropathy
803,C1442861,143,Black eye NOS
804,C0392503,139,Impaction of intestine
805,C0274137,136,Burn of lower limb(s)
806,C0340692,136,Phlebitis and thrombophlebitis of other sites
807,C0685898,134,Anaphylactic reaction due to food
808,C0155681,133,Acute idiopathic pericarditis
809,C0025292,131,Hemophilus meningitis
810,C3251816,130,Thoracic aneurysm without mention of rupture
811,C0266521,129,Abnormal innervation syndrome of eyelid
812,C0032792,128,Postoperative shock
813,C0011302,126,"Demyelinating disease of central nervous system, unspecified"
814,C1370867,126,Toxic effect of carbon monoxide
815,C0002736,125,Amyotrophic lateral sclerosis
816,C0023465,125,"Monocytic leukemia, acute"
817,C0598894,124,Monocytic leukemia
818,C0024588,122,Malignant essential hypertension
819,C0161590,116,Poisoning by opiate antagonists
820,C0158644,116,Lung anomaly NOS
821,C0013423,114,Genetic torsion dystonia
822,C0156263,114,Ureteral fistula
823,C0153465,113,Malignant neoplasm of retroperitoneum
824,C0085614,111,First degree atrioventricular block
825,C0154286,111,Iron deficiency anemia secondary to blood loss (chronic)
826,C0153691,110,Secondary malignant neoplasm of adrenal gland
827,C0275566,109,Pulmonary actinomycotic infection
828,C0155700,109,Mobitz (type) II atrioventricular block
829,C0751552,109,Malignant neoplasm of thymus
830,C0154260,106,Unspecified disorder of mineral metabolism
831,C0029698,106,Other paraproteinemias
832,C0156084,103,Unspecified functional disorder of stomach
833,C0152452,103,Adhesive pericarditis
834,C0376379,102,Herpetic gingivostomatitis
835,C0854248,102,Pneumonia due to other gram-negative bacteria
836,C0032310,101,Viral pneumonia NOS
837,C0158935,100,Congenital pneumonia
838,C0392054,100,Pulmonary diseases due to other mycobacteria
839,C0152972,98,Septicemia due to pseudomonas
840,C0003511,98,Syphilitic aortitis
841,C0161581,97,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
842,C0856761,96,Budd-chiari syndrome
843,C0015645,96,Fasciitis NOS
844,C0751583,94,West Nile Fever with encephalitis
845,C0153030,94,Herpes zoster with other specified complications
846,C0159667,94,Fracture of scapula
847,C0520474,93,Aseptic necrosis of bone
848,C0155712,92,Rupture of chordae tendineae
849,C0497538,90,Benign neoplasm of other parts of digestive system
850,C0158698,90,Unspecified anomaly of urinary system
851,C0267498,90,Diverticula of small intestine
852,C3241938,89,DORSOPATHIES
853,C0160710,89,Injury to hepatic artery
854,C0152088,87,Traumatic spondylopathy
855,C0496828,86,Malignant neoplasm of lateral wall of urinary bladder
856,C0274511,85,Poisoning of cephalosporin group
857,C0027535,85,Sprain of neck
858,C0686705,84,"Foreign body in trachea, bronchus, and lung"
859,C0159049,83,Symptoms involving cardiovascular system
860,C0274692,83,Poisoning by amphetamine
861,C1288279,83,Ulnar nerve lesion
862,C0153373,81,Malignant neoplasm of cheek mucosa
863,C0159852,81,Fracture of tibia and fibula
864,C0011633,80,Dermatomyositis
865,C0154681,79,"Anterior horn cell disease, unspecified"
866,C0264133,79,Flat foot
867,C0152163,79,Pylorospasm
868,C0153117,78,"Tick-borne rickettsiosis, unspecified"
869,C0155709,77,Atrial fibrillation and flutter
870,C1260413,76,Hypotension of hemodialysis
871,C0024713,75,"Bipolar I disorder, most recent episode (or current) manic, unspecified"
872,C0276088,75,Septicemia due to escherichia coli [E. coli]
873,C1318500,75,Unspecified nontoxic nodular goiter
874,C0160711,74,Injury to splenic artery
875,C0153251,74,Candidiasis of lung
876,C0394996,74,Acute alcoholic intoxication
877,C0036133,74,Salpingo-oophoritis NOS
878,C0267567,73,Abscess of anal and rectal regions
879,C0178272,73,DISEASES OF PULMONARY CIRCULATION
880,C0267756,72,Peritoneal abscess
881,C0152417,72,Congenital stenosis of aortic valve
882,C0391870,72,Abnormality of red blood cells
883,C0002879,71,Acquired hemolytic anemias
884,C0156344,71,Ovarian endometriosis
885,C0270191,70,Intraventricular hemorrhage of fetus or newborn
886,C0153364,70,Malignant neoplasm of gum
887,C0158763,69,Macrodactylia (fingers)
888,C0159039,69,Spontaneous ecchymoses
889,C0042850,68,Deficiency of B-complex components
890,C0348188,68,Varicella without mention of complication
891,C0160761,68,Injury to popliteal artery
892,C0158619,68,Congenital mitral insufficiency
893,C0161695,67,Toxic effect of acids
894,C0302369,67,Alcohol-induced psychotic disorder with hallucinations
895,C0155921,66,"Tracheostomy complication, unspecified"
896,C0268799,65,"Cyst of kidney, acquired"
897,C0152486,65,Salmonella septicemia
898,C0155583,65,Benign essential hypertension
899,C0153489,65,Malignant neoplasm of trachea
900,C0178310,65,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
901,C0152250,64,Thrombophlebitis migrans
902,C0041636,64,Umbilical hernia without mention of obstruction or gangrene
903,C0022362,64,Unspecified disease of the jaws
904,C0161678,63,Toxic effect alcohol NOS
905,C0260875,63,Special investigations and examinations
906,C0160745,62,Injury to axillary artery
907,C0041849,62,Unspecified infectious and parasitic diseases
908,C0001940,59,Alcohol-induced persisting amnestic disorder
909,C0153017,59,Postvaricella encephalitis
910,C0264766,59,Mitral stenosis
911,C0161832,58,Persistent postoperative fistula
912,C0153613,57,Malignant neoplasm of bladder neck
913,C2712378,57,Poisoning by other antidepressants
914,C0161578,57,Poisoning by antidepressants
915,C0276026,56,Pneumonia due to Hemophilus influenzae [H. influenzae]
916,C0348393,55,MALIGNANT NEOPLASM OF LYMPHATIC AND HEMATOPOIETIC TISSUE
917,C0273445,55,Crushing injury of finger(s)
918,C0154744,54,Radial nerve lesion
919,C0149526,54,Allergic urticaria
920,C0029679,53,Other obstruction of duodenum
921,C0155957,52,Abscess of salivary gland
922,C0159914,52,Dislocation of jaw
923,C0036221,52,Malignant mast cell tumors
924,C0152107,51,Postmyocardial infarction syndrome
925,C0375259,51,"Mitral and aortic valve diseases, unspecified"
926,C2350236,49,Idiopathic interstitial pneumonia
927,C0006420,49,Burn of internal organs
928,C0155689,47,Idiopathic myocarditis
929,C0042510,46,Ventricular fibrillation
930,C0546835,46,Malignant neoplasm of intrahepatic bile ducts
931,C0085388,46,Tuberculoma of brain
932,C0157705,45,Acute lymphadenitis
933,C0348708,45,Other pneumothorax
934,C0153618,45,Malignant neoplasm of renal pelvis
935,C1279945,44,Acute interstitial pneumonitis
936,C0152091,44,"Disorder of bone and cartilage, unspecified"
937,C0270078,43,Extreme immaturity
938,C0476293,43,Symptoms involving urinary system
939,C0686277,42,Carcinoma in situ vagina
940,C0695234,42,Other Staphylococcus pneumonia
941,C3495413,41,Injury to other intra-abdominal organs
942,C0158775,41,Anomaly of spine NOS
943,C0238378,41,Respiratory bronchiolitis interstitial lung disease
944,C0153640,41,Malignant neoplasm of cerebellum nos
945,C0017606,40,"Primary angle-closure glaucoma, unspecified"
946,C0155637,40,"Acute myocardial infarction of inferolateral wall, initial episode of care"
947,C0920049,39,Retroperitoneal infections
948,C0154640,39,Staphylococcal meningitis
949,C0362050,39,Late effects of acute poliomyelitis
950,C0495833,39,Injury to innominate and subclavian arteries
951,C0412862,38,Poisoning by benzodiazepine-based tranquilizers
952,C0038048,38,SPRAINS AND STRAINS OF JOINTS AND ADJACENT MUSCLES
953,C0009681,37,"Anomalies of pulmonary artery, congenital"
954,C0155860,37,Pneumonia due to Pseudomonas
955,C0029182,37,Unspecified disorder of orbit
956,C0160708,35,"Injury to celiac and mesenteric arteries, unspecified"
957,C0156357,35,Fistula involving female genital tract
958,C0153646,34,Malignant neoplasm of spinal cord
959,C1739094,34,Botulism food poisoning
960,C0348668,34,Other disorders of circulatory system
961,C1367654,32,Marginal zone lymphoma
962,C0160238,32,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
963,C3161335,32,Other anaphylactic reaction
964,C0149882,31,Acute esophagitis
965,C0154208,31,Unspecified ovarian dysfunction
966,C0522274,31,Other deficiency of humoral immunity
967,C1260408,30,Encephalopathy NEC
968,C0020541,30,Portal hypertension
969,C0156092,29,Acute appendicitis with generalized peritonitis
970,C0029640,29,Other impaction of intestine
971,C0152242,29,Emphysematous bleb
972,C0348499,29,Other amyloidosis
973,C0260698,28,Other postprocedural status
974,C0156185,28,Intestinal abscess
975,C0021874,27,Intracranial abscess
976,C0152183,26,Explosive personality
977,C0153636,26,Malignant neoplasm of temporal lobe
978,C0023510,25,Unspecified disease of white blood cells
979,C0016171,24,"Fistula of intestine, excluding rectum and anus"
980,C0238425,24,Hb-SS disease with crisis
981,C0494752,24,Diaphragmatic hernia without mention of obstruction or gangrene
982,C0154298,24,Acute posthemorrhagic anemia
983,C0153638,23,Malignant neoplasm of occipital lobe
984,C0156189,23,Chronic liver disease and cirrhosis
985,C0158255,23,Displacement of lumbar intervertebral disc without myelopathy
986,C0264557,23,Chronic pneumothorax
987,C0012243,22,Neoplasm of unspecified nature of digestive system
988,C0155175,22,Abscess of eyelid
989,C0029661,21,Other malaria
990,C0272770,21,"Unspecified fracture of ankle, open"
991,C0029119,21,Opportunistic mycoses
992,C0161556,21,Poisoning by anti-Parkinsonism drugs
993,C0432769,21,Contusion of hand(s)
994,C0273444,21,Crushing injury of hand(s)
995,C0751098,21,Mosquito-borne viral encephalitis
996,C0159058,21,Symptoms involving digestive system
997,C0155811,21,Acute laryngotracheitis
