cui_code,icd_code1,category,icd_code2,title
C0005697,596.54,ICD9CM,59654,Neurogenic bladder NOS
C0005697,596.54,ICD9CM,59654,Neurogenic bladder NOS
C0005700,993.4,ICD9CM,9934,Effects of air pressure caused by explosion
C0005700,993.4,ICD9CM,9934,Eff air press by explos
C0005716,116.0,ICD9CM,1160,Blastomycosis
C0005716,116.0,ICD9CM,1160,Blastomycosis
C0005716,116,ICD9CM,116,Blastomycotic infection
C0005741,373.0,ICD9CM,3730,Blepharitis
C0005741,373.00,ICD9CM,37300,Blepharitis NOS
C0005741,373.9,ICD9CM,3739,Inflammation eyelid NOS
C0005741,373.9,ICD9CM,3739,Unspecified inflammation of eyelid
C0005741,373.00,ICD9CM,37300,"Blepharitis, unspecified"
C0005742,374.34,ICD9CM,37434,Blepharochalasis
C0005742,374.34,ICD9CM,37434,Blepharochalasis
C0005743,372.2,ICD9CM,3722,Blepharoconjunctivitis
C0005743,372.20,ICD9CM,37220,"Blepharoconjunctivitis, unspecified"
C0005743,372.20,ICD9CM,37220,Blepharoconjunctivit NOS
C0005744,374.46,ICD9CM,37446,Blepharophimosis
C0005744,374.46,ICD9CM,37446,Blepharophimosis
C0005745,374.3,ICD9CM,3743,Ptosis of eyelid
C0005745,374.30,ICD9CM,37430,Ptosis of eyelid NOS
C0005745,374.30,ICD9CM,37430,"Ptosis of eyelid, unspecified"
C0005746,08.52,ICD9CM,0852,Blepharorrhaphy
C0005746,08.52,ICD9CM,0852,Blepharorrhaphy
C0005747,333.81,ICD9CM,33381,Blepharospasm
C0005747,333.81,ICD9CM,33381,Blepharospasm
C0005750,579.2,ICD9CM,5792,Blind loop syndrome
C0005750,579.2,ICD9CM,5792,Blind loop syndrome
C0005761,919.2,ICD9CM,9192,"Blister of other, multiple, and unspecified sites, without mention of infection"
C0005761,919.2,ICD9CM,9192,Blister NEC
C0005779,286,ICD9CM,286,Coagulation defects
C0005843,75.2,ICD9CM,752,Intrauterine transfusion
C0005843,75.2,ICD9CM,752,Intrauterine transfusion
C0005933,77.4,ICD9CM,774,Biopsy of bone
C0005933,77.40,ICD9CM,7740,Bone biopsy NOS
C0005933,77.40,ICD9CM,7740,"Biopsy of bone, unspecified site"
C0005937,733.2,ICD9CM,7332,Cyst of bone
C0005937,733.20,ICD9CM,73320,Cyst of bone NOS
C0005937,733.21,ICD9CM,73321,Solitary bone cyst
C0005937,733.21,ICD9CM,73321,Solitary bone cyst
C0005937,733.20,ICD9CM,73320,"Cyst of bone (localized), unspecified"
C0005949,78.3,ICD9CM,783,Limb lengthening procedures
C0005949,78.30,ICD9CM,7830,"Limb lengthening procedures, unspecified site"
C0005949,78.30,ICD9CM,7830,Limb lengthen proc NOS
C0005954,41.31,ICD9CM,4131,Bone marrow biopsy
C0005954,41.31,ICD9CM,4131,Biopsy of bone marrow
C0005961,41.00,ICD9CM,4100,"Bone marrow transplant, not otherwise specified"
C0005961,41.00,ICD9CM,4100,Bone marrow trnsplnt NOS
C0005976,78.0,ICD9CM,780,Bone graft
C0005976,78.00,ICD9CM,7800,Bone graft NOS
C0005976,78.00,ICD9CM,7800,"Bone graft, unspecified site"
C0006012,301.83,ICD9CM,30183,Borderline personality disorder
C0006012,301.83,ICD9CM,30183,Borderline personality
C0006060,082.1,ICD9CM,0821,Boutonneuse fever
C0006060,082.1,ICD9CM,0821,Boutonneuse fever
C0006080,E008.0,ICD9CM,E0080,Boxing
C0006080,E008.0,ICD9CM,E0080,Activities involving boxing
C0006091,353.0,ICD9CM,3530,Brachial plexus lesions
C0006091,353.0,ICD9CM,3530,Brachial plexus lesions
C0006107,850,ICD9CM,850,Concussion
C0006107,850.9,ICD9CM,8509,Concussion NOS
C0006107,850.9,ICD9CM,8509,"Concussion, unspecified"
C0006110,348.82,ICD9CM,34882,Brain death
C0006110,348.82,ICD9CM,34882,Brain death
C0006111,348.9,ICD9CM,3489,Unspecified condition of brain
C0006111,348.9,ICD9CM,3489,Brain condition NOS
C0006112,348.31,ICD9CM,34831,Metabolic encephalopathy
C0006112,348.31,ICD9CM,34831,Metabolic encephalopathy
C0006114,348.5,ICD9CM,3485,Cerebral edema
C0006114,348.5,ICD9CM,3485,Cerebral edema
C0006118,239.6,ICD9CM,2396,Brain neoplasm NOS
C0006118,239.6,ICD9CM,2396,Neoplasm of unspecified nature of brain
C0006123,362.32,ICD9CM,36232,Retinal arterial branch occlusion
C0006123,362.32,ICD9CM,36232,Arterial branch occlus
C0006131,744.42,ICD9CM,74442,Branchial cleft cyst
C0006131,744.42,ICD9CM,74442,Branchial cleft cyst
C0006145,610-612.99,ICD9CM,610-61299,DISORDERS OF BREAST
C0006145,611.9,ICD9CM,6119,Breast disorder NOS
C0006145,611.9,ICD9CM,6119,Unspecified breast disorder
C0006155,93.18,ICD9CM,9318,Breathing exercise
C0006155,93.18,ICD9CM,9318,Pt breathing exercise
C0006158,652.2,ICD9CM,6522,Breech presentation without mention of version
C0006181,081.1,ICD9CM,0811,Brill's disease
C0006181,081.1,ICD9CM,0811,Brill's disease
C0006267,494,ICD9CM,494,Bronchiectasis
C0006277,490,ICD9CM,490,Bronchitis NOS
C0006277,490,ICD9CM,490,"Bronchitis, not specified as acute or chronic"
C0006285,485,ICD9CM,485,"Bronchopneumonia, organism unspecified"
C0006285,485,ICD9CM,485,Bronchopneumonia org NOS
C0006309,023,ICD9CM,023,Brucellosis
C0006309,023.9,ICD9CM,0239,Brucellosis NOS
C0006309,023.9,ICD9CM,0239,"Brucellosis, unspecified"
C0006384,426.50,ICD9CM,42650,Bundle branch block NOS
C0006384,426.50,ICD9CM,42650,"Bundle branch block, unspecified"
C0006386,727.1,ICD9CM,7271,Bunion
C0006386,727.1,ICD9CM,7271,Bunion
C0006413,200.2,ICD9CM,2002,Burkitt's tumor or lymphoma
C0006420,947.9,ICD9CM,9479,"Burn of internal organs, unspecified site"
C0006420,947,ICD9CM,947,Burn of internal organs
C0006420,947.9,ICD9CM,9479,Burn internal organ NOS
C0006421,941.02,ICD9CM,94102,"Burn of unspecified degree of eye (with other parts of face, head, and neck)"
C0006421,941.02,ICD9CM,94102,Burn NOS eye
C0006434,940-949.99,ICD9CM,940-94999,BURNS
C0006434,949.0,ICD9CM,9490,Burn NOS
C0006434,949.0,ICD9CM,9490,"Burn of unspecified site, unspecified degree"
C0006625,799.4,ICD9CM,7994,Cachexia
C0006625,799.4,ICD9CM,7994,Cachexia
C0006690,727.82,ICD9CM,72782,Calcium deposits in tendon and bursa
C0006690,727.82,ICD9CM,72782,Calcium deposit tendon
C0006705,275.4,ICD9CM,2754,Disorders of calcium metabolism
C0006705,275.40,ICD9CM,27540,Unspecified disorder of calcium metabolism
C0006705,275.40,ICD9CM,27540,Dis calcium metablsm NOS
C0006739,574.5,ICD9CM,5745,Calculus of bile duct without mention of cholecystitis
C0006741,574.2,ICD9CM,5742,Calculus of gallbladder without mention of cholecystitis
C0006742,574.20,ICD9CM,57420,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction"
C0006742,574.20,ICD9CM,57420,Cholelithiasis NOS
C0006759,E009.1,ICD9CM,E0091,Calisthenics
C0006759,E009.1,ICD9CM,E0091,Activity involving calisthenics
C0006826,199,ICD9CM,199,Malignant neoplasm without specification of site
C0006840,112,ICD9CM,112,Candidiasis
C0006840,112.9,ICD9CM,1129,Candidiasis of unspecified site
C0006840,112.9,ICD9CM,1129,Candidiasis site NOS
C0006842,112.3,ICD9CM,1123,Candidiasis of skin and nails
C0006842,112.3,ICD9CM,1123,Cutaneous candidiasis
C0006849,112.0,ICD9CM,1120,Candidiasis of mouth
C0006849,112.0,ICD9CM,1120,Thrush
C0006868,305.2,ICD9CM,3052,Cannabis abuse
C0006870,304.3,ICD9CM,3043,Cannabis dependence
C0006897,127.5,ICD9CM,1275,Capillariasis
C0006897,127.5,ICD9CM,1275,Capillariasis
C0007079,680.9,ICD9CM,6809,Carbuncle and furuncle of unspecified site
C0007079,680.9,ICD9CM,6809,Carbuncle NOS
C0007099,230-234.99,ICD9CM,230-23499,CARCINOMA IN SITU
C0007099,234.9,ICD9CM,2349,"Carcinoma in situ, site unspecified"
C0007099,234.9,ICD9CM,2349,Ca in situ NOS
C0007100,234.8,ICD9CM,2348,Carcinoma in situ of other specified sites
C0007100,234.8,ICD9CM,2348,Ca in situ NEC
C0007102,153,ICD9CM,153,Malignant neoplasm of colon
C0007102,153.9,ICD9CM,1539,"Malignant neoplasm of colon, unspecified site"
C0007102,153.9,ICD9CM,1539,Malignant neo colon NOS
C0007107,161,ICD9CM,161,Malignant neoplasm of larynx
C0007107,161.9,ICD9CM,1619,"Malignant neoplasm of larynx, unspecified"
C0007107,161.9,ICD9CM,1619,Malignant neo larynx NOS
C0007115,193,ICD9CM,193,Malignant neoplasm of thyroid gland
C0007115,193,ICD9CM,193,Malign neopl thyroid
C0007177,423.3,ICD9CM,4233,Cardiac tamponade
C0007177,423.3,ICD9CM,4233,Cardiac tamponade
C0007192,425.5,ICD9CM,4255,Alcoholic cardiomyopathy
C0007192,425.5,ICD9CM,4255,Alcoholic cardiomyopathy
C0007194,425.1,ICD9CM,4251,Hypertrophic cardiomyopathy
C0007203,99.60,ICD9CM,9960,"Cardiopulmonary resuscitation, not otherwise specified"
C0007203,99.60,ICD9CM,9960,Cardiopulm resuscita NOS
C0007222,429.2,ICD9CM,4292,Ascvd
C0007222,429.2,ICD9CM,4292,"Cardiovascular disease, unspecified"
C0007233,V57.0,ICD9CM,V570,Care involving breathing exercises
C0007233,V57.0,ICD9CM,V570,Breathing exercises
C0007234,V57.2,ICD9CM,V572,Care involving occupational therapy and vocational rehabilitation
C0007235,,MTH,NOCODE,Physical therapy NEC in ICD9CM_2014
C0007235,V57.1,ICD9CM,V571,Care involving other physical therapy
C0007235,V57.1,ICD9CM,V571,Physical therapy NEC
C0007237,V57.9,ICD9CM,V579,Care involving unspecified rehabilitation procedure
C0007237,V57,ICD9CM,V57,Care involving use of rehabilitation procedures
C0007237,V57.9,ICD9CM,V579,Rehabilitation proc NOS
C0007286,354.0,ICD9CM,3540,Carpal tunnel syndrome
C0007286,354.0,ICD9CM,3540,Carpal tunnel syndrome
C0007294,V18.9,ICD9CM,V189,Fam hx genet dis carrier
C0007294,V18.9,ICD9CM,V189,Family history of genetic disease carrier
C0007347,62.4,ICD9CM,624,Bilateral orchiectomy
C0007361,078.3,ICD9CM,0783,Cat-scratch disease
C0007361,078.3,ICD9CM,0783,Cat-scratch disease
C0007431,38.91,ICD9CM,3891,Arterial catheterization
C0007431,38.91,ICD9CM,3891,Arterial catheterization
C0007459,344.61,ICD9CM,34461,Cauda equina syndrome with neurogenic bladder
C0007459,344.61,ICD9CM,34461,Neurogenic bladder
C0007570,579.0,ICD9CM,5790,Celiac disease
C0007570,579.0,ICD9CM,5790,Celiac disease
C0007643,528.3,ICD9CM,5283,Cellulitis and abscess of oral soft tissues
C0007643,528.3,ICD9CM,5283,Cellulitis/abscess mouth
C0007644,681.9,ICD9CM,6819,Cellulitis and abscess of unspecified digit
C0007644,681.9,ICD9CM,6819,Cellulitis of digit NOS
C0007645,682.9,ICD9CM,6829,Cellulitis NOS
C0007645,682.9,ICD9CM,6829,Cellulitis and abscess of unspecified sites
C0007686,371.03,ICD9CM,37103,Central opacity of cornea
C0007686,371.03,ICD9CM,37103,"Central opacity, cornea"
C0007688,362.31,ICD9CM,36231,Central retinal artery occlusion
C0007688,362.31,ICD9CM,36231,Cent retina artery occlu
C0007767,88.41,ICD9CM,8841,Arteriography of cerebral arteries
C0007767,88.41,ICD9CM,8841,Contr cerebr arteriogram
C0007773,437.4,ICD9CM,4374,Cerebral arteritis
C0007773,437.4,ICD9CM,4374,Cerebral arteritis
C0007775,437.0,ICD9CM,4370,Cerebral atherosclerosis
C0007775,437.0,ICD9CM,4370,Cerebral atherosclerosis
C0007780,434.1,ICD9CM,4341,Cerebral embolism
C0007788,330.1,ICD9CM,3301,Cerebral lipidoses
C0007788,330.1,ICD9CM,3301,Cerebral lipidoses
C0007795,341.1,ICD9CM,3411,Schilder's disease
C0007795,341.1,ICD9CM,3411,Schilder's disease
C0007814,388.61,ICD9CM,38861,Cerebrospinal fluid otorrhea
C0007814,388.61,ICD9CM,38861,Cerebrosp fluid otorrhea
C0007815,349.81,ICD9CM,34981,Cerebrospinal fluid rhinorrhea
C0007815,349.81,ICD9CM,34981,Cerebrospinal rhinorrhea
C0007820,437.9,ICD9CM,4379,Unspecified cerebrovascular disease
C0007820,430-438.99,ICD9CM,430-43899,CEREBROVASCULAR DISEASE
C0007820,437.9,ICD9CM,4379,Cerebrovasc disease NOS
C0007832,364.2,ICD9CM,3642,Certain types of iridocyclitis
C0007847,180,ICD9CM,180,Malignant neoplasm of cervix uteri
C0007847,180.9,ICD9CM,1809,"Malignant neoplasm of cervix uteri, unspecified site"
C0007847,180.9,ICD9CM,1809,Mal neo cervix uteri NOS
C0007859,723.1,ICD9CM,7231,Cervicalgia
C0007859,723.1,ICD9CM,7231,Cervicalgia
C0007861,616.0,ICD9CM,6160,Cervicitis
C0007861,616.0,ICD9CM,6160,Cervicitis and endocervicitis
C0007868,622.10,ICD9CM,62210,Dysplasia of cervix NOS
C0007868,622.1,ICD9CM,6221,Dysplasia of cervix (uteri)
C0007868,622.10,ICD9CM,62210,"Dysplasia of cervix, unspecified"
C0007871,622.5,ICD9CM,6225,Incompetence of cervix
C0007871,622.5,ICD9CM,6225,Incompetence of cervix
C0007876,74.9,ICD9CM,749,Cesarean section of unspecified type
C0007876,74,ICD9CM,74,Cesarean section and removal of fetus
C0007878,74.4,ICD9CM,744,Cesarean section of other specified type
C0007878,74.4,ICD9CM,744,Cesarean section NEC
C0007894,123.9,ICD9CM,1239,Cestode infection NOS
C0007894,123.9,ICD9CM,1239,"Cestode infection, unspecified"
C0007930,086.0,ICD9CM,0860,Chagas' disease with heart involvement
C0007930,086.0,ICD9CM,0860,Chagas disease of heart
C0007932,086.2,ICD9CM,0862,Chagas' disease without mention of organ involvement
C0007932,086.2,ICD9CM,0862,Chagas disease NOS
C0007933,373.2,ICD9CM,3732,Chalazion
C0007933,373.2,ICD9CM,3732,Chalazion
C0007947,099.0,ICD9CM,0990,Chancroid
C0007947,099.0,ICD9CM,0990,Chancroid
C0007953,94.03,ICD9CM,9403,Character analysis
C0007953,94.03,ICD9CM,9403,Character analysis
C0007959,356.1,ICD9CM,3561,Peroneal muscular atrophy
C0007959,356.1,ICD9CM,3561,Peroneal muscle atrophy
C0008031,786.5,ICD9CM,7865,Chest pain
C0008031,786.50,ICD9CM,78650,Chest pain NOS
C0008031,786.50,ICD9CM,78650,"Chest pain, unspecified"
C0008039,786.04,ICD9CM,78604,Cheyne-Stokes respiration
C0008039,786.04,ICD9CM,78604,Cheyne-stokes respiratn
C0008049,052,ICD9CM,052,Chickenpox
C0008058,991.5,ICD9CM,9915,Chilblains
C0008058,991.5,ICD9CM,9915,Chilblains
C0008060,995.50,ICD9CM,99550,Child abuse NOS
C0008060,995.5,ICD9CM,9955,Child maltreatment syndrome
C0008060,995.50,ICD9CM,99550,"Child abuse, unspecified"
C0008062,995.53,ICD9CM,99553,Child sexual abuse
C0008062,995.53,ICD9CM,99553,Child sexual abuse
C0008297,748.0,ICD9CM,7480,Choanal atresia
C0008297,748.0,ICD9CM,7480,Choanal atresia
C0008310,51.10,ICD9CM,5110,Endoscopic retrograde cholangiopancreatography [ERCP]
C0008310,51.10,ICD9CM,5110,Endosc retro cholangiopa
C0008311,576.1,ICD9CM,5761,Cholangitis
C0008311,576.1,ICD9CM,5761,Cholangitis
C0008320,51.22,ICD9CM,5122,Cholecystectomy
C0008320,51.2,ICD9CM,512,Cholecystectomy
C0008320,51.22,ICD9CM,5122,Cholecystectomy
C0008325,575.10,ICD9CM,57510,Cholecystitis NOS
C0008325,575.10,ICD9CM,57510,"Cholecystitis, unspecified"
C0008338,51.91,ICD9CM,5191,Repair of laceration of gallbladder
C0008338,51.91,ICD9CM,5191,Repair gb laceration
C0008350,574,ICD9CM,574,Cholelithiasis
C0008354,001,ICD9CM,001,Cholera
C0008354,001.9,ICD9CM,0019,Cholera NOS
C0008354,001.0,ICD9CM,0010,Cholera due to vibrio cholerae
C0008354,001.9,ICD9CM,0019,"Cholera, unspecified"
C0008354,001.0,ICD9CM,0010,Cholera d/t vib cholerae
C0008370,576.2,ICD9CM,5762,Obstruction of bile duct
C0008370,576.2,ICD9CM,5762,Obstruction of bile duct
C0008373,385.30,ICD9CM,38530,Cholesteatoma NOS
C0008373,385.30,ICD9CM,38530,"Cholesteatoma, unspecified"
C0008374,385.3,ICD9CM,3853,Cholesteatoma of middle ear and mastoid
C0008374,385.33,ICD9CM,38533,Cholesteatoma of middle ear and mastoid
C0008374,385.33,ICD9CM,38533,Cholestma mid ear/mstoid
C0008449,756.4,ICD9CM,7564,Chondrodystrophy
C0008449,756.4,ICD9CM,7564,Chondrodystrophy
C0008475,717.7,ICD9CM,7177,Chondromalacia patellae
C0008475,717.7,ICD9CM,7177,Chondromalacia of patella
C0008511,363,ICD9CM,363,"Chorioretinal inflammations, scars, and other disorders of choroid"
C0008512,363.3,ICD9CM,3633,Chorioretinal scars
C0008512,363.30,ICD9CM,36330,Chorioretinal scar NOS
C0008512,363.30,ICD9CM,36330,"Chorioretinal scar, unspecified"
C0008513,363.20,ICD9CM,36320,Chorioretinitis NOS
C0008513,363.20,ICD9CM,36320,"Chorioretinitis, unspecified"
C0008521,363.9,ICD9CM,3639,Unspecified disorder of choroid
C0008521,363.9,ICD9CM,3639,Choroidal disorder NOS
C0008522,363.61,ICD9CM,36361,"Choroidal hemorrhage, unspecified"
C0008522,363.61,ICD9CM,36361,Choroidal hemorrhage NOS
C0008525,363.55,ICD9CM,36355,Choroideremia
C0008525,363.55,ICD9CM,36355,Choroideremia
C0008533,286.1,ICD9CM,2861,Congenital factor IX disorder
C0008533,286.1,ICD9CM,2861,Cong factor IX disorder
C0008582,117.2,ICD9CM,1172,Chromoblastomycosis
C0008582,117.2,ICD9CM,1172,Chromoblastomycosis
C0008626,758.9,ICD9CM,7589,Conditions due to anomaly of unspecified chromosome
C0008626,758,ICD9CM,758,Chromosomal anomalies
C0008626,758.9,ICD9CM,7589,Chromosome anomaly NOS
C0008677,491,ICD9CM,491,Chronic bronchitis
C0008677,491.9,ICD9CM,4919,Chronic bronchitis NOS
C0008677,491.9,ICD9CM,4919,Unspecified chronic bronchitis
C0008681,473.2,ICD9CM,4732,Chronic ethmoidal sinusitis
C0008681,473.2,ICD9CM,4732,Chr ethmoidal sinusitis
C0008682,301.51,ICD9CM,30151,Chronic factitious illness with physical symptoms
C0008682,301.51,ICD9CM,30151,Chr factitious illness
C0008683,473.1,ICD9CM,4731,Chronic frontal sinusitis
C0008683,473.1,ICD9CM,4731,Chr frontal sinusitis
C0008684,523.1,ICD9CM,5231,Chronic gingivitis
C0008685,582.2,ICD9CM,5822,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis
C0008685,582.2,ICD9CM,5822,Chr membranoprolif nephr
C0008686,582.1,ICD9CM,5821,Chronic glomerulonephritis with lesion of membranous glomerulonephritis
C0008686,582.1,ICD9CM,5821,Chr membranous nephritis
C0008698,473.0,ICD9CM,4730,Chronic maxillary sinusitis
C0008698,473.0,ICD9CM,4730,Chr maxillary sinusitis
C0008701,307.22,ICD9CM,30722,Chronic motor or vocal tic disorder
C0008701,307.22,ICD9CM,30722,Chr motor/vocal tic dis
C0008707,730.1,ICD9CM,7301,Chronic osteomyelitis
C0008707,730.10,ICD9CM,73010,"Chronic osteomyelitis, site unspecified"
C0008707,730.10,ICD9CM,73010,Chr osteomyelitis-unsp
C0008711,472.0,ICD9CM,4720,Chronic rhinitis
C0008711,472.0,ICD9CM,4720,Chronic rhinitis
C0008712,473.3,ICD9CM,4733,Chronic sphenoidal sinusitis
C0008712,473.3,ICD9CM,4733,Chr sphenoidal sinusitis
C0008819,64.0,ICD9CM,640,Circumcision
C0008819,64.0,ICD9CM,640,Circumcision
C0008827,571.5,ICD9CM,5715,Cirrhosis of liver without mention of alcohol
C0008827,571.5,ICD9CM,5715,Cirrhosis of liver NOS
C0008924,749.1,ICD9CM,7491,Cleft lip
C0008924,749.10,ICD9CM,74910,Cleft lip NOS
C0008924,749.10,ICD9CM,74910,"Cleft lip, unspecified"
C0008925,749.0,ICD9CM,7490,Cleft palate
C0008925,749.00,ICD9CM,74900,Cleft palate NOS
C0008925,749.00,ICD9CM,74900,"Cleft palate, unspecified"
C0009021,121.1,ICD9CM,1211,Clonorchiasis
C0009021,121.1,ICD9CM,1211,Clonorchiasis
C0009039,99.63,ICD9CM,9963,Closed chest cardiac massage
C0009039,99.63,ICD9CM,9963,Closed chest card massag
C0009041,835.0,ICD9CM,8350,Closed dislocation of hip
C0009043,839.8,ICD9CM,8398,"Closed dislocation, multiple and ill-defined sites"
C0009043,839.8,ICD9CM,8398,Dislocation NEC-closed
C0009044,814.0,ICD9CM,8140,Closed fractures of carpal bones
C0009044,814.00,ICD9CM,81400,"Closed fracture of carpal bone, unspecified"
C0009044,814.00,ICD9CM,81400,Fx carpal bone NOS-close
C0009045,802.4,ICD9CM,8024,Closed fracture of malar and maxillary bones
C0009045,802.4,ICD9CM,8024,Fx malar/maxillary-close
C0009048,805.8,ICD9CM,8058,Closed fracture of unspecified vertebral column without mention of spinal cord injury
C0009048,805.8,ICD9CM,8058,Vertebral fx NOS-closed
C0009080,781.5,ICD9CM,7815,Clubbing of fingers
C0009080,781.5,ICD9CM,7815,Clubbing of fingers
C0009081,754.51,ICD9CM,75451,Talipes equinovarus
C0009081,754.51,ICD9CM,75451,Talipes equinovarus
C0009088,339.02,ICD9CM,33902,Chronic cluster headache
C0009088,339.02,ICD9CM,33902,Chronic cluster headache
C0009088,339.00,ICD9CM,33900,"Cluster headache syndrome, unspecified"
C0009088,339.00,ICD9CM,33900,Cluster headache syn NOS
C0009171,305.6,ICD9CM,3056,Cocaine abuse
C0009171,305.60,ICD9CM,30560,"Cocaine abuse, unspecified"
C0009171,305.60,ICD9CM,30560,Cocaine abuse-unspec
C0009186,114,ICD9CM,114,Coccidioidomycosis
C0009186,114.9,ICD9CM,1149,Coccidioidomycosis NOS
C0009186,114.9,ICD9CM,1149,"Coccidioidomycosis, unspecified"
C0009324,556,ICD9CM,556,Ulcerative colitis
C0009324,556.9,ICD9CM,5569,"Ulcerative colitis, unspecified"
C0009324,556.9,ICD9CM,5569,Ulceratve colitis unspcf
C0009354,813.41,ICD9CM,81341,Colles' fracture-closed
C0009354,813.41,ICD9CM,81341,Closed Colles' fracture
C0009378,45.23,ICD9CM,4523,Colonoscopy
C0009378,45.23,ICD9CM,4523,Colonoscopy
C0009410,46.1,ICD9CM,461,Colostomy
C0009410,46.10,ICD9CM,4610,Colostomy NOS
C0009410,46.10,ICD9CM,4610,"Colostomy, not otherwise specified"
C0009421,780.01,ICD9CM,78001,Coma
C0009421,780.01,ICD9CM,78001,Coma
C0009443,460,ICD9CM,460,Acute nasopharyngitis
C0009443,460,ICD9CM,460,Acute nasopharyngitis [common cold]
C0009447,279.06,ICD9CM,27906,Common variable immunodeficiency
C0009447,279.06,ICD9CM,27906,Common variabl immunodef
C0009451,331.3,ICD9CM,3313,Communicating hydrocephalus
C0009451,331.3,ICD9CM,3313,Communicat hydrocephalus
C0009492,958.90,ICD9CM,95890,Compartment syndrome NOS
C0009492,958.90,ICD9CM,95890,"Compartment syndrome, unspecified"
C0009557,25.3,ICD9CM,253,Complete glossectomy
C0009557,25.3,ICD9CM,253,Complete glossectomy
C0009568,996.8,ICD9CM,9968,Complications of transplanted organ
C0009592,348.4,ICD9CM,3484,Compression of brain
C0009592,348.4,ICD9CM,3484,Compression of brain
C0009595,301.4,ICD9CM,3014,Obsessive-compulsive personality disorder
C0009595,301.4,ICD9CM,3014,Obsessive-compulsive dis
C0009663,078.11,ICD9CM,07811,Condyloma acuminatum
C0009663,078.11,ICD9CM,07811,Condyloma acuminatum
C0009677,750.15,ICD9CM,75015,Cong macroglossia
C0009677,750.15,ICD9CM,75015,Macroglossia
C0009680,756.70,ICD9CM,75670,"Anomaly of abdominal wall, unspecified"
C0009680,756.7,ICD9CM,7567,"Anomalies of abdominal wall, congenital"
C0009680,756.70,ICD9CM,75670,Congn anoml abd wall NOS
C0009681,747.3,ICD9CM,7473,"Anomalies of pulmonary artery, congenital"
C0009691,743.30,ICD9CM,74330,Congenital cataract NOS
C0009691,743.30,ICD9CM,74330,"Congenital cataract, unspecified"
C0009699,286.3,ICD9CM,2863,Congenital deficiency of other clotting factors
C0009699,286.3,ICD9CM,2863,Cong def clot factor NEC
C0009702,754.30,ICD9CM,75430,"Congenital dislocation of hip, unilateral"
C0009702,754.30,ICD9CM,75430,"Cong hip disloc, unilat"
C0009726,757.33,ICD9CM,75733,Congenital pigmentary anomalies of skin
